CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
304,187416576000,0,0,2023-03-30 01:55:50 +0000 UTC,9492,true,slam-20147-controller
1663,656764928000,0,0,2023-03-30 01:57:25 +0000 UTC,18788,true,slam-20147-controller
1691,661934080000,0,0,2023-03-30 01:57:37 +0000 UTC,11919,true,slam-20147-controller
1671,679206912000,0,0,2023-03-30 01:58:38 +0000 UTC,12941,true,slam-20147-controller
1650,684265472000,0,0,2023-03-30 01:58:49 +0000 UTC,10808,true,slam-20147-controller
998,435769344000,0,0,2023-03-30 01:55:56 +0000 UTC,5726,true,slam-20147-controller
1691,643063808000,0,0,2023-03-30 01:56:55 +0000 UTC,18183,true,slam-20147-controller
1672,648335360000,0,0,2023-03-30 01:57:06 +0000 UTC,11119,true,slam-20147-controller
1665,666157056000,0,0,2023-03-30 01:57:52 +0000 UTC,15318,true,slam-20147-controller
1678,669102080000,0,0,2023-03-30 01:58:07 +0000 UTC,14374,true,slam-20147-controller
1678,674205696000,0,0,2023-03-30 01:58:25 +0000 UTC,18902,true,slam-20147-controller
0,0,0,0,Task has been ended,0,false,
1598,602718208000,0,0,2023-03-30 01:56:06 +0000 UTC,10624,true,slam-20147-controller
1684,619954176000,0,0,2023-03-30 01:56:23 +0000 UTC,17163,true,slam-20147-controller
1689,629436416000,0,0,2023-03-30 01:56:37 +0000 UTC,13431,true,slam-20147-controller
