CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
1398,635609088000,0,0,2023-03-30 01:41:27 +0000 UTC,11606,true,slam-20099-controller
1391,653119488000,0,0,2023-03-30 01:44:13 +0000 UTC,16735,true,slam-20099-controller
0,0,0,0,Task has been ended,0,false,
1369,660099072000,0,0,2023-03-30 01:42:37 +0000 UTC,19233,true,slam-20099-controller
1378,664211456000,0,0,2023-03-30 01:42:52 +0000 UTC,15492,true,slam-20099-controller
1380,667078656000,0,0,2023-03-30 01:43:06 +0000 UTC,13458,true,slam-20099-controller
275,150257664000,0,0,2023-03-30 01:40:20 +0000 UTC,10036,true,slam-20099-controller
996,383852544000,0,0,2023-03-30 01:40:26 +0000 UTC,5726,true,slam-20099-controller
1388,652005376000,0,0,2023-03-30 01:42:07 +0000 UTC,10735,true,slam-20099-controller
1383,669605888000,0,0,2023-03-30 01:43:21 +0000 UTC,15276,true,slam-20099-controller
1373,674930688000,0,0,2023-03-30 01:43:38 +0000 UTC,16677,true,slam-20099-controller
1385,648683520000,0,0,2023-03-30 01:43:56 +0000 UTC,18705,true,slam-20099-controller
1310,604864512000,0,0,2023-03-30 01:40:42 +0000 UTC,15942,true,slam-20099-controller
1391,619167744000,0,0,2023-03-30 01:40:59 +0000 UTC,17408,true,slam-20099-controller
1380,629039104000,0,0,2023-03-30 01:41:16 +0000 UTC,16799,true,slam-20099-controller
1373,640487424000,0,0,2023-03-30 01:41:38 +0000 UTC,10245,true,slam-20099-controller
1380,649011200000,0,0,2023-03-30 01:41:56 +0000 UTC,18751,true,slam-20099-controller
1394,656265216000,0,0,2023-03-30 01:42:17 +0000 UTC,10304,true,slam-20099-controller
1396,657113088000,0,0,2023-03-30 01:44:30 +0000 UTC,16582,true,slam-20099-controller
