CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1289,623169536000,0,0,2023-03-30 01:35:19 +0000 UTC,12749,true,slam-20081-controller
1288,654233600000,0,0,2023-03-30 01:36:27 +0000 UTC,19035,true,slam-20081-controller
1279,658333696000,0,0,2023-03-30 01:36:46 +0000 UTC,19208,true,slam-20081-controller
1279,666234880000,0,0,2023-03-30 01:37:20 +0000 UTC,17501,true,slam-20081-controller
1293,648765440000,0,0,2023-03-30 01:38:23 +0000 UTC,17233,true,slam-20081-controller
1187,605298688000,0,0,2023-03-30 01:34:55 +0000 UTC,18223,true,slam-20081-controller
1291,631574528000,0,0,2023-03-30 01:35:34 +0000 UTC,15415,true,slam-20081-controller
1286,641425408000,0,0,2023-03-30 01:35:53 +0000 UTC,18702,true,slam-20081-controller
1285,672428032000,0,0,2023-03-30 01:37:50 +0000 UTC,13672,true,slam-20081-controller
1287,653279232000,0,0,2023-03-30 01:38:42 +0000 UTC,19617,true,slam-20081-controller
1291,658141184000,0,0,2023-03-30 01:38:59 +0000 UTC,16826,true,slam-20081-controller
1290,614334464000,0,0,2023-03-30 01:35:06 +0000 UTC,11487,true,slam-20081-controller
952,303796224000,0,0,2023-03-30 01:34:36 +0000 UTC,6345,true,slam-20081-controller
1288,649699328000,0,0,2023-03-30 01:36:08 +0000 UTC,15014,true,slam-20081-controller
1287,662401024000,0,0,2023-03-30 01:37:03 +0000 UTC,16651,true,slam-20081-controller
1282,669282304000,0,0,2023-03-30 01:37:36 +0000 UTC,16120,true,slam-20081-controller
1284,643203072000,0,0,2023-03-30 01:38:06 +0000 UTC,15396,true,slam-20081-controller
0,0,0,0,Task has been ended,0,false,
0,0,0,0,Pod Not Found,0,false,
