CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1586,616906752000,0,0,2023-03-30 01:51:30 +0000 UTC,11038,true,slam-20136-controller
1581,624996352000,0,0,2023-03-30 01:51:42 +0000 UTC,11458,true,slam-20136-controller
256,157282304000,0,0,2023-03-30 01:51:00 +0000 UTC,9982,true,slam-20136-controller
1582,659845120000,0,0,2023-03-30 01:52:59 +0000 UTC,13548,true,slam-20136-controller
1583,676511744000,0,0,2023-03-30 01:53:55 +0000 UTC,19423,true,slam-20136-controller
0,0,0,0,Pod Not Found,0,false,
1571,653918208000,0,0,2023-03-30 01:52:34 +0000 UTC,14589,true,slam-20136-controller
1565,664559616000,0,0,2023-03-30 01:53:12 +0000 UTC,13622,true,slam-20136-controller
1580,667557888000,0,0,2023-03-30 01:53:24 +0000 UTC,12019,true,slam-20136-controller
1571,670228480000,0,0,2023-03-30 01:53:36 +0000 UTC,11503,true,slam-20136-controller
1575,684281856000,0,0,2023-03-30 01:54:13 +0000 UTC,17809,true,slam-20136-controller
0,0,0,0,Task has been ended,0,false,
997,426786816000,0,0,2023-03-30 01:51:06 +0000 UTC,6544,true,slam-20136-controller
1484,605941760000,0,0,2023-03-30 01:51:19 +0000 UTC,12917,true,slam-20136-controller
1579,638300160000,0,0,2023-03-30 01:52:01 +0000 UTC,19313,true,slam-20136-controller
1578,646537216000,0,0,2023-03-30 01:52:19 +0000 UTC,17957,true,slam-20136-controller
1574,655446016000,0,0,2023-03-30 01:52:45 +0000 UTC,11341,true,slam-20136-controller
