CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1181,641331200000,0,0,2023-03-30 01:32:05 +0000 UTC,17612,true,slam-20049-controller
1191,654266368000,0,0,2023-03-30 01:32:57 +0000 UTC,17741,true,slam-20049-controller
0,1740800000,0,0,2023-03-30 01:28:06 +0000 UTC,5631,true,slam-20049-controller
1192,617398272000,0,0,2023-03-30 01:28:58 +0000 UTC,13657,true,slam-20049-controller
1186,627732480000,0,0,2023-03-30 01:29:16 +0000 UTC,18649,true,slam-20049-controller
1184,654680064000,0,0,2023-03-30 01:30:33 +0000 UTC,16425,true,slam-20049-controller
1181,663941120000,0,0,2023-03-30 01:31:08 +0000 UTC,19971,true,slam-20049-controller
1194,635011072000,0,0,2023-03-30 01:31:37 +0000 UTC,11976,true,slam-20049-controller
1189,637100032000,0,0,2023-03-30 01:31:48 +0000 UTC,11193,true,slam-20049-controller
0,0,0,0,Pod Not Found,0,false,
1190,638607360000,0,0,2023-03-30 01:29:44 +0000 UTC,12369,true,slam-20049-controller
1184,645242880000,0,0,2023-03-30 01:29:58 +0000 UTC,14422,true,slam-20049-controller
1153,609685504000,0,0,2023-03-30 01:28:44 +0000 UTC,19725,true,slam-20049-controller
1188,634421248000,0,0,2023-03-30 01:29:31 +0000 UTC,14841,true,slam-20049-controller
1180,651161600000,0,0,2023-03-30 01:32:40 +0000 UTC,17899,true,slam-20049-controller
1179,633307136000,0,0,2023-03-30 01:31:25 +0000 UTC,16157,true,slam-20049-controller
1190,645447680000,0,0,2023-03-30 01:32:22 +0000 UTC,16358,true,slam-20049-controller
0,0,0,0,Task has been ended,0,false,
900,586883072000,0,0,2023-03-30 01:28:24 +0000 UTC,18452,true,slam-20049-controller
1181,651730944000,0,0,2023-03-30 01:30:16 +0000 UTC,18133,true,slam-20049-controller
1184,659234816000,0,0,2023-03-30 01:30:49 +0000 UTC,15992,true,slam-20049-controller
