CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1,1286316032000,0,0,2023-05-05 07:51:12 +0000 UTC,13428,true,det-20005-gpu1
1,1286316032000,0,0,2023-05-05 07:51:24 +0000 UTC,12473,true,det-20005-gpu1
765,3556024320000,0,0,2023-05-05 07:51:43 +0000 UTC,19071,true,det-20005-gpu1
1030,3571339264000,0,0,2023-05-05 07:51:56 +0000 UTC,12842,true,det-20005-gpu1
