CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
971,3562926080000,0,0,2023-05-05 07:47:32 +0000 UTC,19859,true,det-20001-gpu1
967,3570479104000,0,0,2023-05-05 07:47:50 +0000 UTC,18722,true,det-20001-gpu1
18,1294794752000,0,0,2023-05-05 07:46:25 +0000 UTC,12742,true,det-20001-gpu1
438,3548008448000,0,0,2023-05-05 07:46:39 +0000 UTC,14052,true,det-20001-gpu1
957,3552821248000,0,0,2023-05-05 07:46:54 +0000 UTC,14845,true,det-20001-gpu1
958,3557515264000,0,0,2023-05-05 07:47:12 +0000 UTC,18282,true,det-20001-gpu1
