1871 34 40 34 1834 158
136 26 109 32 78 235
105 63 32 34 68 208
84 57 26 35 42 264
174 71 103 15 36 215
114 62 51 69 35 185
183 78 104 24 65 249
187 91 94 26 75 886
97 17 78 19 68 496
108 17 90 18 40 199
116 89 26 24 68 214
167 73 93 16 66 273
121 28 86 25 61 5508
176 81 94 14 50 180
108 17 89 16 37 219
185 20 165 20 64 258
115 29 85 27 65 281
117 84 26 18 58 209
134 32 101 24 75 203
187 93 94 19 68 247
103 15 88 18 50 263
192 24 167 25 65 241
106 15 90 18 51 226
187 18 168 21 66 321
98 16 80 17 64 700
115 30 84 17 43 254
179 81 97 15 59 282
104 16 88 18 52 129
190 24 92 25 70 73495
103 16 86 18 51 191
192 33 157 16 77 291
104 20 83 24 78 142
115 16 98 17 38 145
173 73 98 15 60 184
111 17 92 21 81 143
184 27 156 29 79 306
105 16 88 17 46 186
190 90 98 24 68 333
104 28 74 31 70 180
168 141 26 16 37 237
124 31 87 25 73 5024
102 19 82 20 67 219
188 16 170 18 68 785
114 29 72 33 79 323
182 24 156 26 73 168
96 23 72 24 67 219
198 24 172 26 67 807
105 32 62 33 69 265
188 27 72 32 61 88221
98 26 70 27 69 250
198 17 180 26 43 169
106 26 80 28 67 180
187 18 168 18 39 205
109 24 90 24 78 209
196 97 98 11 36 378
187 30 156 31 75 214
197 26 88 25 79 81533
114 30 66 35 77 241
181 26 153 30 67 281
102 25 76 26 72 165
97 23 72 29 62 208
190 22 167 28 63 218
105 28 76 31 71 225
190 92 97 25 63 660
105 18 87 19 50 191
161 50 110 41 36 189
105 17 86 18 50 175
111 23 87 28 64 186
176 80 95 17 56 244
197 34 162 33 73 194
115 27 88 31 67 220
178 79 98 17 39 288
370 342 28 25 70 171
98 26 27 34 62 235
123 33 89 33 72 167
98 19 28 19 40 294
106 19 86 21 73 148
188 90 97 21 71 485
72 17 26 18 51 205
123 25 97 17 40 271
102 14 87 19 75 191
193 17 176 17 39 188
112 32 71 33 76 301
88 18 69 17 39 212
187 87 99 24 64 226
103 18 84 20 76 194
192 16 97 17 38 78028
98 23 73 24 67 226
104 17 86 17 38 219
121 93 27 28 50 163
167 17 149 17 42 594
113 33 79 26 74 186
110 82 27 19 50 141
172 67 154 18 51 182
