1552 22 29 24 1526 163
82 22 59 22 41 184
78 19 30 33 42 199
64 19 26 19 42 291
64 19 26 19 42 312
58 19 26 19 36 279
77 19 26 35 40 274
75 29 28 29 43 333
65 19 25 19 43 347
63 18 25 18 43 299
67 19 27 19 46 347
61 18 26 19 40 287
81 17 26 34 45 161
61 18 26 18 41 320
67 18 26 20 45 204
60 17 26 17 41 333
66 17 26 18 46 209
66 19 26 20 44 377
67 19 26 20 45 154
64 17 26 17 45 301
64 18 26 18 44 197
87 18 26 18 67 199
99 33 26 33 64 363
93 30 26 26 66 209
74 46 26 12 41 1054
82 21 25 16 63 279
102 32 27 32 68 157
102 32 27 33 67 192
97 34 26 27 69 243
96 22 26 28 66 216
91 36 27 24 65 207
97 29 27 29 65 142
102 26 26 32 68 144
98 29 36 27 68 178
110 25 27 25 84 149
157 35 35 40 115 180
86 49 36 29 41 233
58 18 28 18 38 162
109 22 31 17 70 231
124 41 36 47 75 132
154 33 29 34 118 227
135 42 31 42 91 172
137 50 31 48 87 230
116 32 30 29 85 154
124 30 28 35 87 202
118 28 29 38 78 142
124 34 29 45 77 222
123 45 33 33 87 226
126 46 31 40 85 175
126 32 29 33 91 268
127 40 28 38 87 160
136 38 31 40 93 171
139 47 32 41 95 202
138 49 30 40 95 365
126 47 29 48 76 244
129 43 35 34 93 245
133 39 32 39 92 195
121 46 31 46 73 139
128 37 30 37 89 448
135 46 33 39 93 172
130 37 31 39 90 220
139 41 37 48 89 124
133 43 38 36 95 221
185 38 39 79 104 97
118 48 30 34 82 202
114 47 33 34 79 133
132 36 28 42 88 191
134 47 31 36 96 147
125 31 30 33 90 237
271 240 30 42 95 204
131 40 31 44 84 208
142 37 28 51 89 293
130 49 28 48 80 262
140 46 30 47 91 220
134 37 32 37 95 261
129 36 28 50 77 231
132 46 39 39 91 132
122 46 30 45 75 252
118 42 49 42 74 374
123 37 31 37 84 232
126 37 40 37 86 235
149 32 28 32 115 159
120 42 30 33 85 202
121 35 35 29 90 163
121 27 32 27 91 169
123 33 28 32 89 222
123 41 36 30 90 150
134 31 29 49 84 201
133 44 36 45 86 206
141 42 29 41 98 170
123 47 28 50 71 224
138 46 35 36 99 120
134 49 31 49 84 159
139 49 34 48 90 136
160 45 33 54 104 251
116 45 30 45 69 153
155 40 30 44 109 241
125 34 31 47 76 188
123 43 37 46 75 142
153 33 31 41 109 184
127 31 43 42 83 141
152 38 31 50 100 190
140 59 29 56 82 161
135 39 34 39 94 165
113 23 29 25 86 118
227 196 31 30 86 149
126 47 38 35 89 121
138 39 31 43 92 191
133 37 37 46 84 132
132 37 30 39 91 157
131 41 30 44 85 205
130 38 32 42 86 112
131 43 31 37 92 198
147 40 33 47 99 190
134 41 32 39 93 406
