1885 34 30 33 1849 191
129 27 100 35 63 193
106 30 31 30 74 211
99 31 28 31 65 233
97 33 30 34 61 282
105 34 29 35 68 214
104 34 27 34 67 266
102 34 28 30 70 251
142 41 27 27 65 337
97 17 79 17 47 276
98 31 65 30 62 300
102 27 28 28 71 269
102 32 60 32 69 150
103 26 27 26 75 259
102 31 28 33 67 225
88 28 27 25 61 305
91 25 26 24 65 177
94 33 27 26 66 274
95 31 62 26 65 206
111 34 26 37 71 218
101 15 66 27 69 262
104 34 29 34 68 267
99 31 44 31 65 230
88 23 42 24 63 275
89 30 51 23 64 168
100 27 72 30 58 271
99 21 77 22 48 210
105 20 84 24 64 172
94 27 66 27 65 233
96 20 75 19 61 250
104 75 28 23 70 181
97 69 27 19 65 236
168 68 99 22 66 196
97 22 26 27 68 115
100 30 27 31 68 186
93 24 26 24 67 184
90 24 27 24 64 199
86 23 26 24 60 249
96 31 28 28 65 173
90 24 29 30 58 181
130 48 29 32 77 164
107 33 29 33 72 212
102 32 35 33 67 174
90 25 34 32 56 158
103 31 27 31 70 147
102 31 27 33 67 154
103 29 27 31 69 187
468 440 27 32 72 230
179 33 73 34 77 319
114 33 63 34 78 161
91 26 27 30 59 209
97 34 29 33 61 148
92 31 57 35 55 122
91 33 29 18 62 209
98 22 75 26 55 250
64 19 28 16 47 134
94 37 31 27 65 146
91 42 29 23 66 185
139 46 92 25 65 324
73 20 26 20 49 166
60 17 26 16 37 245
76 17 58 29 38 132
102 74 27 16 43 227
88 18 70 18 36 141
110 77 32 17 56 174
94 66 26 15 51 132
97 70 26 15 37 152
97 68 28 17 45 151
194 165 29 18 37 144
107 33 42 36 69 298
92 24 47 29 61 196
101 34 34 34 65 193
89 33 35 26 61 191
101 33 42 33 66 343
103 25 46 32 69 184
97 25 33 33 63 202
104 32 29 33 69 171
101 30 30 31 68 195
91 26 28 26 63 296
91 32 43 30 59 187
90 31 43 32 56 293
151 55 36 27 70 41142
55 17 26 17 36 208
69 40 28 17 36 162
95 68 26 17 40 206
170 17 152 17 50 210
99 30 28 31 66 260
97 26 71 26 64 137
84 26 27 26 55 163
99 26 29 27 69 227
107 23 28 33 72 195
98 31 26 31 65 189
92 25 66 25 62 100
97 25 43 29 53 519
100 30 65 30 68 200
106 32 30 33 71 255
92 31 30 30 60 276
103 22 71 32 68 175
94 25 57 25 66 224
85 24 27 29 53 154
96 24 28 28 66 245
92 31 30 24 65 149
109 33 30 34 73 231
107 52 40 53 50 153
101 32 31 35 63 215
91 31 53 26 63 131
91 33 45 52 37 241
89 20 68 18 51 144
99 30 68 30 66 132
83 29 28 29 51 166
106 28 77 26 64 179
103 32 29 32 69 208
92 25 66 22 68 176
116 21 28 21 93 156
97 31 30 39 56 355
91 26 52 25 63 191
80 16 29 16 61 293
55 16 28 16 37 157
74 46 27 14 38 191
101 72 27 25 72 231
190 163 27 23 73 210
98 29 39 29 67 212
94 24 53 24 68 216
101 25 27 32 67 249
105 31 42 33 70 257
99 32 43 31 65 193
92 32 32 24 65 303
111 14 60 38 68 224
100 26 30 31 65 278
98 25 41 26 69 214
90 32 30 25 63 188
101 32 31 32 66 204
102 32 29 32 68 236
92 31 30 32 58 196
104 31 33 32 70 176
101 32 31 26 73 176
98 32 30 26 70 227
92 32 36 32 58 169
100 25 38 25 73 224
148 40 107 22 62 197
91 17 29 17 71 150
57 17 32 17 38 142
56 17 34 16 37 112
93 25 68 21 62 140
109 74 33 22 68 99
100 67 32 13 43 118
77 17 59 17 46 138
91 18 72 26 37 87
99 16 82 16 43 69
111 17 93 17 52 132
86 16 69 21 36 28
102 18 84 21 71 82
90 18 69 19 69 240
92 25 56 25 65 671
86 27 58 18 64 116
96 14 80 15 38 264
89 15 27 15 72 159
56 15 33 15 38 79
89 52 36 13 41 132
84 56 26 16 52 182
83 15 67 15 36 108
106 15 90 15 67 261
106 75 30 17 47 828
171 70 100 12 38 232
99 25 74 22 66 142
101 26 67 30 68 173
105 22 71 30 73 142
89 25 57 23 64 222
93 28 27 30 61 135
336 309 25 30 65 326
106 26 38 24 80 118
90 24 28 23 64 189
101 53 25 30 69 154
120 30 39 30 88 234
128 31 96 24 66 216
61 18 25 18 37 304
66 14 29 16 44 204
82 55 26 14 36 237
97 69 27 16 63 248
92 16 75 16 45 292
85 16 68 16 38 179
94 16 77 16 68 221
102 14 86 16 38 205
99 16 82 18 39 212
112 16 95 17 69 199
97 70 26 26 68 178
94 26 48 26 66 195
96 21 68 25 68 851
98 72 25 15 36 248
90 16 73 16 47 183
177 16 160 16 46 239
90 19 27 21 66 309
105 31 72 31 67 221
98 27 26 25 65 6247
96 24 71 24 61 183
97 21 75 21 51 188
55 16 26 16 37 192
64 16 46 16 39 1192
95 20 74 25 66 174
108 26 81 24 37 175
99 64 35 17 50 239
87 61 25 16 35 181
108 73 35 14 43 160
99 63 36 19 63 199
88 62 25 18 64 211
97 27 70 27 65 191
165 66 99 31 67 184
81 16 25 17 62 208
55 15 26 16 37 128
156 61 35 12 57 58852
79 17 31 13 63 268
120 17 102 15 37 179
90 15 31 16 71 187
99 16 30 15 36 249
81 16 25 17 62 158
53 16 25 15 36 197
78 15 61 16 36 181
278 250 27 21 55 155
101 25 28 27 72 190
96 17 28 30 64 155
85 24 27 32 51 157
90 20 27 24 64 293
85 16 27 16 66 196
84 31 27 35 44 262
63 35 27 16 37 158
83 17 65 17 41 222
97 16 80 16 37 168
95 20 74 23 58 214
98 18 79 18 53 215
98 22 75 19 62 209
103 20 82 19 51 221
107 77 28 15 35 314
169 16 152 16 50 147
103 27 33 27 73 315
89 19 68 18 61 285
96 23 29 23 70 275
82 17 28 17 62 227
118 17 99 13 36 1488
104 24 67 26 76 221
88 29 27 30 56 236
100 23 69 28 70 205
98 16 80 17 63 277
106 30 70 30 74 184
98 31 65 24 68 1304
188 24 163 24 68 191
99 16 81 17 63 226
92 16 75 17 70 179
98 16 81 16 39 145
71 11 28 23 41 451
100 36 63 23 36 156
96 17 78 17 68 250
103 16 86 17 37 157
92 16 75 17 41 203
74 16 30 14 58 196
59 23 36 13 36 181
165 60 103 14 48 172
80 16 24 17 61 176
54 15 27 16 37 151
88 54 33 12 36 186
93 15 77 16 64 184
94 17 76 17 54 161
98 20 77 20 72 156
93 30 57 23 68 162
91 25 65 22 63 175
99 21 76 22 63 211
321 293 27 18 67 199
98 21 33 28 68 181
103 31 26 32 69 132
96 27 27 25 69 204
93 31 27 24 67 156
102 31 26 32 68 126
106 35 28 47 56 157
81 35 28 25 53 95
91 24 35 30 59 127
86 54 27 25 60 99
91 64 27 27 61 113
99 28 62 29 68 89
99 65 27 29 68 106
97 31 50 26 69 135
93 62 27 31 61 80
98 70 27 27 63 123
97 67 29 25 69 69
96 68 28 24 62 81
98 68 28 18 59 193
95 65 29 20 54 99
109 70 38 23 63 104
83 17 65 17 39 115
111 70 40 13 42 141
154 55 99 18 36 169
114 35 29 35 76 208
108 34 48 35 70 178
97 34 33 31 63 182
106 34 30 35 69 197
83 37 30 21 58 202
116 26 48 32 77 150
93 29 29 33 58 162
97 31 26 31 64 146
85 28 26 22 61 238
65 17 47 17 37 154
104 25 79 25 64 124
71 20 36 20 49 138
79 17 26 17 61 117
56 17 27 17 36 124
61 18 26 18 42 111
80 17 27 18 60 184
56 29 26 15 35 165
167 68 98 16 36 205
98 27 27 24 71 639
88 21 27 23 62 155
85 21 34 20 62 243
115 18 30 26 65 22268
93 31 28 31 59 122
100 20 79 21 61 220
87 21 27 21 64 185
306 278 28 16 39 351
107 30 27 31 73 185
88 23 64 29 57 140
98 31 64 31 65 149
110 16 26 40 66 267
82 34 47 13 64 195
101 26 73 26 63 164
87 23 27 29 55 270
100 20 78 23 70 268
100 20 79 24 63 246
95 27 66 27 60 809
98 27 70 29 67 272
100 18 81 18 62 291
99 28 65 28 68 295
92 25 66 22 66 267
100 18 82 19 65 216
94 23 70 29 59 392
97 18 78 21 63 174
85 17 27 17 66 189
77 14 26 14 60 252
56 32 23 14 36 216
97 15 81 15 36 247
101 74 27 16 59 257
97 70 26 14 37 212
102 70 28 25 75 210
164 72 91 21 65 354
99 16 82 16 40 227
109 17 91 18 75 205
110 31 26 32 75 277
93 17 47 22 66 735
86 17 26 20 63 356
84 18 28 18 64 281
61 18 27 18 40 445
131 29 101 18 37 267
61 17 26 18 41 334
135 34 99 14 37 490
87 17 27 19 66 318
88 23 27 19 67 258
77 17 34 14 61 286
107 36 28 30 74 214
123 32 41 32 69 19922
55 17 27 16 36 251
55 16 26 16 36 348
64 17 26 16 45 192
105 31 29 31 72 208
83 20 26 20 62 352
96 32 28 30 64 216
99 29 26 29 68 330
97 30 26 32 62 217
363 335 27 37 51 240
97 29 26 31 63 236
102 33 26 33 67 348
100 32 30 32 65 226
111 29 25 44 64 247
108 30 27 32 68 256
88 29 31 31 55 222
95 20 35 32 62 337
99 32 33 33 64 199
103 32 31 32 69 319
126 34 83 31 93 195
88 18 27 23 62 298
102 33 36 33 67 253
95 31 27 26 67 278
108 29 36 32 73 179
97 30 27 23 72 241
98 32 28 25 71 211
99 28 29 32 65 262
93 33 28 26 65 226
90 24 27 31 57 220
99 31 60 32 66 249
97 32 27 29 66 293
100 32 27 29 68 173
106 31 29 31 73 190
