1802 20 161 33 1764
250 6 238 19 71
240 32 201 10 47
196 5 186 10 39
204 5 193 19 79
295 16 274 27 74
200 5 188 14 77
197 6 186 14 76
204 10 184 17 66
197 5 186 16 73
197 4 187 9 40
208 13 189 18 55
300 3 291 9 50
194 4 184 10 59
204 8 179 16 76
206 3 197 10 54
286 4 190 10 45
205 3 195 10 45
201 4 191 10 55
197 4 187 10 44
205 3 196 9 47
206 88 113 10 40
291 83 203 10 50
297 14 276 20 48
194 3 186 9 41
211 4 166 9 43
288 86 196 18 41
199 4 105 10 44
200 4 105 9 43
203 15 181 18 56
201 4 191 9 54
197 4 187 10 44
196 10 180 22 44
200 4 190 16 77
202 5 191 15 77
199 18 174 23 65
198 4 188 12 84
115 5 103 16 74
197 83 110 9 46
193 84 103 9 55
198 4 188 12 84
194 4 184 9 89
199 4 189 10 42
205 4 196 10 43
202 4 194 9 43
198 4 188 10 56
199 4 188 11 44
208 4 198 10 58
285 4 275 10 44
200 3 191 11 81
303 5 292 11 55
200 5 187 11 52
195 3 100 10 42
205 4 195 10 57
197 5 186 10 44
201 17 177 24 54
201 5 190 15 84
200 5 164 10 73
200 16 177 27 55
202 4 193 10 56
106 3 98 10 44
289 84 200 10 67
108 4 99 11 41
392 85 301 11 72
199 5 188 11 52
306 4 295 10 57
188 4 179 12 68
207 19 182 24 74
303 9 288 19 84
204 20 176 16 74
292 5 281 12 74
193 5 182 12 68
207 4 195 11 85
295 88 201 16 75
100 4 91 14 70
199 3 190 9 38
199 5 188 10 50
202 5 191 12 51
197 7 184 13 51
107 4 97 10 51
294 6 202 12 72
197 5 188 18 76
297 6 272 15 77
198 3 111 9 43
205 4 196 9 57
298 3 291 9 52
204 6 192 18 74
199 8 183 16 64
291 5 191 16 73
200 4 190 11 52
200 5 189 17 78
209 13 186 17 71
303 4 292 14 86
193 4 182 10 72
203 4 193 16 79
200 21 173 32 73
299 87 205 10 57
212 4 201 14 77
284 77 202 22 56
199 3 191 12 51
196 4 186 10 50
204 8 187 20 52
206 5 195 15 73
192 4 182 13 70
296 4 286 11 52
202 10 173 18 74
199 5 189 11 44
199 4 191 10 45
204 4 195 9 46
198 3 188 10 56
202 4 193 10 59
300 3 289 11 48
196 5 170 15 78
201 3 190 14 80
211 4 202 10 74
186 3 178 9 52
297 10 273 13 52
198 3 190 9 52
200 4 190 10 45
218 4 208 12 77
279 4 269 10 69
209 4 168 14 78
290 6 279 18 74
208 18 185 20 45
293 4 283 12 58
206 4 198 10 55
202 5 192 10 44
198 4 189 10 45
292 5 282 10 45
223 5 212 13 79
180 3 173 9 62
206 5 196 16 73
200 5 190 13 72
288 22 262 21 60
209 4 199 10 52
190 3 182 10 66
203 10 185 18 75
199 3 191 10 84
202 3 194 10 44
202 4 189 13 76
202 20 177 26 45
198 3 189 10 44
198 5 188 10 57
199 3 191 11 52
299 22 269 26 43
192 4 105 13 73
205 4 197 12 84
296 4 284 12 77
204 5 194 10 53
201 4 193 10 53
198 3 189 10 42
203 11 177 11 57
197 3 190 11 56
198 3 190 9 44
194 4 185 9 44
209 3 202 8 38
294 87 203 9 39
211 4 194 10 62
192 7 178 15 75
197 5 188 14 79
202 5 190 9 72
201 5 191 15 87
294 19 204 15 54
201 6 189 13 67
299 4 289 14 78
201 9 178 13 59
201 4 192 17 74
295 87 204 14 81
295 4 200 11 58
202 3 194 9 70
209 5 198 10 38
288 3 279 11 46
211 18 184 19 77
289 86 198 10 64
210 4 201 11 44
195 4 187 9 51
202 16 177 12 51
200 3 190 13 71
299 87 206 12 73
195 3 187 9 68
203 4 194 9 49
197 4 187 15 70
196 4 188 9 56
206 4 197 9 44
296 4 286 10 53
194 4 186 10 43
203 5 193 11 84
295 8 185 11 43
209 3 200 11 79
290 5 198 12 73
214 3 204 11 54
287 83 199 9 52
202 5 192 9 72
204 4 194 15 68
300 3 291 10 42
196 3 188 9 60
195 3 188 10 41
205 3 195 12 74
295 90 200 13 84
200 4 189 15 82
107 4 98 9 71
201 5 192 9 48
205 3 197 9 44
288 2 280 9 42
205 3 195 9 56
194 4 184 10 42
296 17 271 17 56
202 4 193 9 55
197 3 189 9 57
301 3 293 9 42
202 4 192 9 84
104 4 94 14 77
298 3 209 8 38
295 4 286 9 73
101 3 92 9 45
199 3 191 9 50
208 3 199 12 69
190 4 182 10 44
194 13 95 25 56
204 5 195 9 43
204 3 194 10 56
296 3 287 10 50
294 5 284 9 83
118 4 109 10 39
286 80 201 21 68
210 19 184 12 75
292 81 204 14 82
194 4 185 10 47
299 94 198 9 44
208 3 198 11 43
296 5 286 10 56
209 4 200 11 53
193 3 184 10 43
196 3 187 9 44
205 90 109 30 51
293 4 282 14 75
199 5 188 16 73
204 3 194 11 70
291 3 282 10 74
215 5 205 15 76
196 5 185 9 63
292 3 203 12 72
296 20 268 11 58
209 3 201 10 43
193 3 186 9 44
206 4 197 10 41
293 6 282 9 57
203 3 195 9 41
299 4 288 10 43
292 3 236 10 52
200 3 191 10 52
299 5 181 10 49
207 3 199 11 82
196 3 187 15 74
203 4 192 12 74
295 90 199 22 43
204 5 193 17 74
198 3 189 10 68
303 3 209 11 77
199 19 174 31 49
196 3 187 9 71
303 4 294 11 75
198 5 186 9 57
194 3 186 10 73
303 18 276 11 76
196 5 183 13 72
210 3 201 15 79
199 3 191 10 71
288 87 196 27 42
200 5 190 18 77
298 3 287 11 85
108 3 100 9 43
199 21 171 11 72
306 5 296 13 74
190 3 181 9 65
205 7 192 14 68
198 3 190 10 43
200 5 185 11 44
306 4 295 9 43
286 3 278 9 43
205 3 197 12 85
300 18 275 21 75
212 5 202 11 82
280 3 273 12 69
202 4 192 17 86
300 5 284 16 83
196 4 187 10 41
209 4 198 18 80
197 4 186 12 73
298 5 288 11 45
202 5 191 18 75
203 4 193 11 44
197 3 188 11 56
302 5 289 10 42
288 4 279 11 65
208 5 198 13 80
200 4 190 17 72
291 26 259 22 59
207 3 198 10 84
192 3 98 11 70
211 4 202 11 78
297 23 209 20 79
200 4 189 14 79
289 4 281 15 74
114 3 107 10 53
191 4 180 14 72
105 21 77 30 49
191 3 183 11 67
207 5 194 10 80
295 3 204 10 43
202 3 193 11 82
297 26 206 37 83
106 4 89 18 83
202 3 194 9 37
290 3 281 9 54
205 4 196 11 70
295 4 285 10 65
105 5 96 10 50
287 4 191 17 70
107 4 98 10 50
293 3 285 10 48
208 5 199 11 79
201 4 192 15 77
195 3 105 12 43
299 28 202 39 74
202 3 194 10 56
196 3 187 11 57
196 4 187 9 44
302 4 292 9 54
197 4 187 12 75
211 4 202 10 72
293 3 205 14 68
302 4 292 8 41
199 5 189 16 86
198 3 189 8 78
200 4 191 9 42
206 4 196 10 56
292 82 204 25 40
200 5 189 17 74
207 6 196 18 78
293 4 282 14 74
194 20 166 25 59
205 4 195 11 70
292 3 284 10 44
201 3 190 10 74
208 9 193 14 77
202 4 193 10 62
289 4 281 10 64
206 3 195 10 77
201 3 191 11 44
298 3 289 10 40
197 3 189 11 79
209 5 199 15 77
194 3 186 9 69
296 85 205 30 42
197 4 189 11 69
105 4 97 12 70
297 90 202 14 71
205 4 195 16 66
196 84 107 24 48
195 4 185 15 72
295 4 199 16 72
105 3 97 9 41
202 4 188 12 76
200 3 189 14 85
191 4 183 10 83
202 6 191 10 76
204 3 196 10 44
294 3 285 12 45
197 3 103 18 74
203 4 192 9 72
206 4 196 13 77
295 3 287 12 74
199 4 189 16 72
296 26 177 40 79
206 5 195 10 51
193 3 110 12 75
208 3 199 13 90
206 3 193 12 84
299 8 209 15 71
293 4 284 10 59
202 4 189 10 44
300 4 292 10 45
294 19 272 13 71
202 5 191 13 71
196 3 187 11 77
206 4 196 11 81
198 4 188 18 73
198 8 173 13 42
202 5 190 10 56
195 5 184 10 56
204 3 196 9 50
203 3 194 10 56
295 3 206 10 56
199 4 189 10 43
296 3 288 13 58
199 4 190 15 69
298 26 267 38 86
206 3 197 10 57
293 4 283 9 41
207 3 198 9 66
211 19 180 28 69
187 3 180 9 41
207 4 199 10 44
295 83 206 10 55
194 21 167 21 63
203 3 195 10 44
201 3 192 10 58
291 3 283 9 44
206 5 194 15 71
203 4 193 13 70
208 29 119 41 88
183 3 175 9 70
199 3 192 10 82
208 4 199 12 84
196 3 187 10 44
291 89 197 9 54
203 3 193 9 43
198 3 190 29 44
210 3 201 10 44
196 3 178 10 56
197 8 177 19 58
201 4 191 11 55
201 3 193 12 81
197 88 103 9 65
196 4 187 15 80
301 19 271 24 80
195 4 185 10 52
207 3 198 10 43
292 89 197 9 40
209 17 184 21 71
198 4 189 17 76
199 3 190 10 54
197 3 186 10 44
203 3 195 9 43
205 4 196 10 55
193 4 181 11 54
199 4 189 16 86
200 4 192 28 55
296 90 200 24 51
199 4 187 17 76
198 5 187 19 74
109 3 102 10 73
295 88 204 10 47
193 26 160 23 43
199 4 190 11 42
205 4 195 10 57
198 4 190 11 44
305 17 280 27 43
297 86 204 15 73
197 4 187 11 56
200 4 192 10 39
201 3 193 11 56
198 28 162 35 121
209 7 196 11 52
195 4 185 11 54
294 3 286 12 98
202 4 193 11 50
200 4 191 11 54
192 3 184 10 40
206 3 198 11 45
197 5 185 11 55
206 26 174 32 44
196 4 186 11 37
