1772 20 147 20 1748
206 30 172 30 71
195 24 81 21 65
138 46 53 43 81
257 57 195 25 63
116 17 92 17 37
194 83 108 29 47
294 97 193 16 63
297 23 270 26 50
196 28 162 28 63
206 17 186 17 52
196 96 96 30 51
304 28 271 28 72
101 16 79 17 50
298 88 202 26 83
298 94 199 19 61
194 16 173 16 37
199 17 178 17 37
201 17 179 17 37
201 30 102 30 62
198 15 179 16 39
298 26 268 27 77
200 16 92 15 42
199 15 180 16 49
209 15 186 15 40
200 90 106 37 82
205 24 177 24 71
286 82 198 15 48
199 22 171 28 67
210 24 178 29 98
289 91 111 33 97
106 30 74 29 41
305 90 211 27 75
187 26 71 26 79
102 15 83 16 54
205 15 185 15 37
201 96 101 20 66
192 19 170 23 66
213 32 178 30 62
191 86 101 19 74
193 26 163 23 76
219 27 188 26 41
181 16 160 16 56
205 36 105 36 100
197 92 102 30 92
202 22 177 28 73
294 91 198 15 40
202 26 171 33 62
196 16 92 16 45
199 29 166 29 99
301 29 268 31 47
198 46 147 37 98
317 97 215 18 101
183 23 155 23 59
312 96 212 31 100
195 85 107 18 81
290 95 189 34 87
206 96 105 40 100
194 90 98 39 86
204 16 184 16 37
303 92 204 19 65
191 30 66 30 48
299 31 263 43 83
115 18 92 18 55
284 70 199 24 75
304 21 279 26 100
395 17 373 17 37
203 21 178 24 75
295 17 274 17 41
200 43 79 43 98
305 96 205 36 96
193 96 93 48 71
299 33 262 26 73
203 29 170 29 104
98 25 31 20 45
299 29 266 29 65
203 47 152 38 97
119 38 50 37 67
176 17 156 16 37
307 17 286 17 37
294 16 273 16 49
105 29 72 29 69
199 92 103 23 62
299 94 201 23 72
299 97 199 10 42
201 95 102 38 78
291 89 198 15 45
207 98 104 37 43
199 25 169 22 61
294 91 112 15 55
199 21 90 22 107
201 19 177 19 97
200 16 180 16 42
198 16 178 16 63
107 11 91 22 80
292 24 172 24 58
102 16 82 16 43
212 98 110 37 89
194 16 109 16 46
199 16 108 16 37
292 89 197 21 65
112 16 92 17 71
289 84 201 16 41
213 21 188 22 68
287 82 200 14 48
300 20 275 21 90
301 27 271 27 59
195 24 167 24 68
107 18 76 19 83
294 89 201 21 63
131 36 68 35 92
165 64 97 14 38
310 17 289 18 69
189 16 169 16 38
107 19 85 17 72
292 91 196 24 72
199 30 85 31 86
299 23 183 21 68
204 29 171 29 71
295 25 182 25 76
121 24 71 45 71
278 75 108 24 67
108 20 84 24 76
201 87 109 36 99
290 70 198 16 56
199 28 166 31 75
201 24 172 22 99
109 37 66 19 85
295 89 202 18 54
302 25 273 23 75
191 23 164 23 103
103 16 83 16 42
296 29 170 39 88
201 16 180 16 38
113 43 59 40 68
186 35 146 34 81
111 24 76 19 88
187 28 67 29 67
204 98 102 48 75
209 92 112 20 68
197 88 105 23 74
192 87 102 18 63
303 94 205 17 69
292 23 265 23 68
141 33 69 43 94
269 60 172 23 48
288 86 116 16 44
104 16 84 29 43
307 19 283 21 75
197 91 103 29 92
201 89 109 21 75
189 15 169 15 42
214 16 195 16 53
284 86 194 17 76
205 16 186 16 38
121 36 63 32 85
175 12 160 25 44
297 22 272 22 71
200 15 181 15 41
208 15 190 15 40
293 90 199 39 37
211 24 183 25 71
285 15 266 15 56
207 16 188 16 36
201 90 106 52 69
199 93 102 17 71
291 32 164 32 82
222 21 186 19 73
90 18 62 18 63
189 28 156 23 73
200 15 181 15 42
298 25 182 25 75
201 22 176 21 68
203 28 167 22 69
202 20 177 21 72
202 96 102 18 78
192 86 102 25 53
205 16 186 16 38
194 89 102 22 63
196 15 176 16 42
301 96 201 16 37
198 24 170 26 72
302 15 193 15 47
98 14 81 16 55
203 76 102 40 70
294 16 186 16 37
200 15 180 16 42
207 22 180 30 76
201 94 103 19 66
296 23 205 23 73
205 17 182 19 75
289 84 88 26 69
304 31 270 41 72
203 16 184 16 39
198 20 107 20 68
299 95 200 19 66
292 92 116 32 80
201 28 68 28 105
203 21 177 21 65
297 95 197 29 98
129 35 62 28 96
272 69 199 21 68
206 15 188 15 37
198 14 180 15 44
292 92 196 24 98
303 15 285 15 37
201 24 174 24 76
293 90 198 28 97
203 28 171 28 72
196 15 178 15 77
205 18 184 19 74
303 19 208 15 73
203 95 105 52 37
191 87 99 37 36
299 23 272 25 75
203 94 105 25 76
224 24 191 24 67
269 62 196 20 69
316 96 216 25 72
285 23 258 27 63
205 41 161 41 42
292 91 198 25 69
199 24 87 21 73
203 16 183 16 51
204 27 173 30 62
293 90 199 24 78
219 25 184 34 91
192 62 108 17 78
194 26 164 27 62
198 89 104 35 87
403 90 308 26 96
197 90 103 26 77
192 27 64 29 92
207 13 190 15 54
292 90 196 28 75
202 27 171 28 78
203 15 185 15 53
292 15 184 15 41
205 20 181 28 75
203 15 184 16 50
194 95 95 17 60
299 28 267 28 69
205 16 185 15 87
200 24 171 24 65
294 96 194 26 85
298 27 266 23 70
299 95 114 45 69
217 28 186 33 98
193 82 107 27 75
288 92 192 10 54
208 26 178 26 86
295 18 274 20 80
198 15 180 15 43
212 12 27 15 43
290 88 199 20 86
198 15 179 16 54
196 26 77 26 66
199 16 179 16 41
199 22 173 23 74
103 25 72 28 71
195 15 88 17 63
210 18 185 17 82
197 85 104 31 52
199 18 177 22 67
200 21 175 28 62
202 90 108 23 68
189 22 164 22 64
206 31 170 31 65
193 16 174 16 47
111 22 86 25 74
294 88 203 20 60
193 23 166 46 36
101 16 81 14 50
302 98 200 37 88
102 15 82 16 36
198 22 172 24 67
203 92 106 15 42
192 15 173 16 40
303 16 283 15 38
197 17 176 20 71
199 44 60 46 73
201 16 181 16 41
113 29 80 23 74
285 84 197 12 40
207 24 179 31 69
195 89 100 35 40
299 29 265 43 86
211 93 114 28 70
289 82 203 18 57
202 97 101 37 79
292 90 196 32 93
212 17 190 18 52
101 17 77 17 43
287 86 189 32 67
208 29 175 28 70
190 33 152 29 101
103 28 71 28 71
205 20 182 42 68
198 17 178 17 48
205 97 104 25 70
192 92 90 25 88
102 16 82 16 67
396 90 160 23 70
204 18 183 19 67
97 31 63 25 65
197 47 146 38 77
127 29 68 40 81
172 31 137 30 73
108 27 77 22 73
193 84 104 25 92
297 28 262 24 56
200 14 181 16 52
200 16 180 16 40
206 92 110 26 58
288 87 111 27 61
200 24 83 21 76
105 18 83 23 74
301 20 278 20 66
202 57 105 20 54
297 93 201 17 75
298 89 205 22 78
198 16 179 16 39
205 17 183 18 37
201 93 104 29 92
196 31 161 31 85
292 88 200 15 76
200 15 181 16 49
198 16 177 15 40
204 15 185 19 78
302 94 204 13 39
111 23 85 20 72
302 82 199 9 38
187 75 95 24 105
191 22 166 14 67
301 14 283 14 50
296 22 271 23 75
125 15 89 19 102
276 71 198 15 36
198 22 90 23 74
99 19 76 20 76
100 20 76 19 63
308 95 208 22 71
198 96 97 31 83
292 88 199 25 70
202 17 181 17 37
199 27 168 27 73
205 27 174 27 75
193 88 99 25 68
206 95 107 39 94
196 29 163 29 71
102 27 71 27 70
201 89 105 20 55
290 66 193 20 70
305 23 277 30 62
132 36 54 36 92
73 16 52 16 37
102 21 78 26 60
284 82 197 15 48
212 16 191 16 43
194 13 177 18 43
298 91 203 26 88
194 15 89 16 43
304 27 273 28 72
101 18 79 19 68
103 16 83 16 44
197 91 99 34 95
201 31 166 21 43
293 21 267 21 65
210 38 168 42 88
190 37 148 37 83
204 16 184 16 48
202 16 182 16 38
194 85 105 22 68
298 91 203 44 83
203 92 107 26 68
292 91 197 21 66
209 26 180 26 77
190 27 157 28 76
303 22 277 22 71
197 24 169 37 46
305 20 280 23 70
192 89 99 37 88
306 28 275 33 105
193 15 97 16 53
203 11 188 24 109
201 16 61 16 47
294 93 198 30 90
205 16 185 16 36
200 40 156 39 85
197 12 181 65 102
204 96 104 23 69
298 92 202 23 69
206 26 176 24 80
192 85 102 28 46
301 93 205 26 69
194 92 99 28 91
198 16 178 20 72
302 20 279 45 43
197 25 168 38 93
100 17 80 17 80
300 17 279 29 61
212 16 193 16 54
193 84 105 49 55
297 91 203 14 40
203 16 183 16 40
191 24 163 24 75
208 17 188 17 40
291 88 199 19 43
198 16 170 16 52
304 16 284 16 38
297 16 277 16 55
108 27 73 28 76
197 87 106 15 40
301 92 205 20 66
194 88 103 15 40
303 93 206 43 91
204 94 105 29 104
191 15 173 16 37
101 16 81 16 37
198 28 165 25 102
298 93 200 28 68
298 30 264 32 86
200 33 162 24 62
199 16 91 16 42
114 16 94 16 39
192 85 103 19 66
200 25 171 21 70
192 95 92 45 82
300 20 276 20 79
206 16 185 16 37
194 30 160 27 82
211 26 165 28 69
292 88 201 43 73
208 29 175 29 73
286 91 191 29 98
205 41 160 41 99
210 24 182 25 73
286 20 262 22 66
202 28 169 30 66
204 94 105 27 64
294 91 198 20 78
197 17 175 17 38
201 17 180 33 49
297 19 274 20 73
106 16 86 16 40
207 91 110 28 71
289 25 253 30 44
200 16 180 17 49
203 17 182 17 38
200 91 105 14 38
199 89 106 27 44
292 95 100 21 72
200 22 173 24 76
201 20 174 22 73
198 31 99 34 69
306 19 283 19 40
192 13 175 18 50
206 18 184 17 37
193 14 175 18 52
111 35 72 32 66
210 18 168 18 188
198 75 113 28 39
179 83 92 11 49
206 17 185 18 43
