2211 26 31 34 2174 230
100 34 63 27 71 212
311 278 32 34 59 148
90 30 27 48 40 181
104 34 28 35 67 276
109 34 28 35 71 253
96 35 27 35 59 297
106 35 28 37 67 268
123 35 34 34 87 294
120 35 27 48 70 263
125 45 29 33 90 355
128 41 31 37 89 196
132 45 30 38 92 191
130 31 27 34 93 329
132 40 28 40 90 281
132 31 40 40 90 253
123 23 33 34 87 234
146 48 33 43 100 286
139 43 28 44 93 257
150 117 28 72 48 254
60 19 31 20 37 197
86 17 68 16 64 172
118 34 57 27 88 266
126 32 35 47 77 237
132 36 29 43 88 266
123 54 50 46 75 186
124 36 28 33 88 236
137 30 30 46 89 163
134 45 32 45 87 285
137 32 45 46 89 257
125 42 31 33 89 242
140 45 31 44 94 150
114 43 29 30 82 153
140 43 37 43 95 152
115 42 37 46 68 204
117 36 52 36 79 158
112 38 28 26 84 204
120 40 45 32 86 165
136 22 32 43 91 308
339 31 34 42 89 205
123 25 28 26 95 297
161 29 30 51 107 140
122 43 35 43 77 205
128 40 30 37 90 150
136 39 33 46 88 219
140 31 31 43 95 197
144 38 33 44 98 234
135 33 31 47 86 194
119 31 29 44 73 237
111 40 33 38 71 295
112 43 35 38 73 112
120 45 33 45 73 152
122 43 35 46 74 122
117 44 31 33 83 213
115 33 41 46 68 230
125 35 32 35 88 215
119 47 32 49 68 260
125 40 45 47 76 142
127 44 30 35 90 193
123 47 35 32 88 193
128 32 32 48 78 161
161 65 28 59 99 233
142 38 31 49 91 183
140 40 31 43 96 249
143 43 33 45 96 129
120 50 36 32 86 210
130 37 38 40 88 194
145 46 31 51 92 194
138 43 31 46 90 244
127 40 32 37 88 168
130 24 34 39 88 235
134 44 31 44 88 175
129 36 31 35 92 356
134 33 31 41 91 342
137 40 33 49 86 301
126 35 30 42 82 268
478 448 29 43 91 163
121 33 31 33 86 240
134 46 33 40 92 304
139 40 41 39 98 216
157 72 29 88 66 261
117 18 29 25 86 160
136 44 30 40 93 208
138 39 30 40 96 196
127 28 29 44 81 162
128 45 32 34 92 209
130 41 30 32 96 152
141 41 30 48 91 202
130 44 31 37 91 209
131 33 30 47 82 153
129 34 28 47 81 214
143 39 32 42 99 155
142 47 29 40 100 169
145 46 29 40 102 187
118 49 32 41 75 161
128 43 30 45 82 251
129 46 31 33 94 163
137 37 30 47 88 219
125 46 31 33 90 184
122 32 33 48 73 120
129 32 34 44 83 195
133 44 30 37 94 206
159 40 38 62 94 126
123 49 33 42 79 168
127 48 32 34 90 136
130 31 32 37 90 180
128 35 33 39 87 156
136 35 32 48 86 153
127 47 70 45 81 124
262 230 31 41 86 181
126 36 45 33 91 177
139 38 42 46 91 182
124 39 33 34 88 199
125 44 32 40 84 347
127 44 32 37 88 212
140 44 33 45 93 221
166 34 30 46 117 273
131 46 33 39 89 356
140 36 43 46 92 194
132 39 31 39 91 332
154 38 32 29 122 185
120 38 30 30 87 233
128 40 30 37 89 226
136 39 37 47 84 254
126 30 53 43 81 267
117 43 37 43 73 301
139 43 80 43 94 191
126 32 38 45 79 312
113 43 42 43 68 213
94 27 40 22 69 485
128 32 34 32 94 190
136 29 39 42 93 246
129 35 29 34 94 263
147 47 44 45 100 249
138 34 32 48 88 169
126 41 32 37 87 206
133 35 34 38 93 177
130 33 34 33 94 241
144 46 33 47 95 225
135 43 60 48 85 205
143 46 38 48 93 190
150 33 38 49 100 174
127 48 43 35 91 150
125 47 33 44 78 109
128 81 33 61 64 119
148 36 35 36 107 144
137 33 44 48 87 128
153 119 33 40 94 98
129 44 35 37 90 143
141 41 37 39 99 106
119 47 34 25 92 116
129 37 35 38 90 97
127 37 30 36 90 147
