1812 25 54 34 1773
178 6 165 18 71
95 5 57 11 79
90 5 57 18 67
102 28 45 27 70
92 6 45 19 70
89 6 45 19 66
89 6 43 18 67
101 27 45 30 67
75 4 54 9 62
89 6 43 19 66
87 5 45 18 65
89 5 46 18 67
84 24 43 18 61
87 5 65 19 64
90 5 47 17 66
80 4 49 12 63
65 16 43 9 38
92 4 83 9 37
87 4 76 14 62
92 4 83 10 56
87 4 77 9 48
71 4 40 10 57
81 5 54 14 63
112 19 42 19 67
85 6 42 17 64
89 6 66 17 66
86 4 52 16 66
84 4 57 16 64
95 13 70 13 61
68 5 42 9 54
74 4 42 10 59
86 6 44 17 64
80 5 53 14 60
95 28 42 26 64
87 5 45 16 67
87 5 42 17 66
114 5 45 16 94
87 5 42 16 66
87 28 53 16 62
76 4 43 12 59
88 6 49 17 66
89 5 49 17 67
113 4 56 16 92
92 29 56 31 52
89 5 57 17 66
91 5 45 17 69
86 4 44 16 65
91 5 53 17 69
81 4 72 9 43
72 15 44 9 58
71 5 61 10 39
92 5 81 10 39
95 28 60 27 57
98 5 88 10 62
91 4 82 10 65
97 4 88 13 71
86 4 43 12 63
73 4 62 9 38
78 4 68 9 38
79 5 68 10 37
86 4 77 9 39
80 4 46 10 66
112 10 97 10 38
105 7 53 19 81
90 6 43 19 66
78 5 44 11 63
89 7 62 19 66
117 20 44 24 72
88 5 46 18 64
90 7 49 17 68
91 6 43 17 69
91 6 42 19 68
107 30 42 37 65
88 6 43 18 65
90 4 55 18 68
86 5 43 18 64
89 5 44 17 68
81 9 51 13 63
84 6 43 15 64
88 5 42 17 67
89 7 47 19 64
90 6 42 19 65
110 33 45 38 67
88 4 44 16 67
90 5 59 18 68
88 3 59 17 66
89 7 72 17 67
82 4 44 14 64
106 27 41 29 72
79 3 42 12 63
151 4 43 74 72
87 4 44 17 66
88 4 46 18 66
99 13 78 18 64
85 3 45 13 67
91 5 46 18 69
85 15 43 17 64
93 4 43 17 71
96 9 55 11 80
83 5 59 31 48
88 6 63 18 66
88 4 70 17 66
90 5 77 17 68
104 3 51 13 87
85 35 45 39 38
79 3 45 11 63
89 5 52 18 67
86 4 43 18 65
79 5 46 17 57
85 4 66 16 64
83 22 51 31 41
76 3 49 9 62
89 19 49 17 66
95 5 62 17 73
89 5 55 17 68
83 4 59 15 63
105 30 46 41 60
88 4 63 17 66
88 4 61 16 65
77 3 48 9 63
92 4 42 9 61
85 4 45 9 71
78 4 69 9 39
101 5 89 10 49
59 3 51 9 37
93 4 83 11 59
75 5 41 10 61
90 18 43 17 69
101 9 54 30 66
85 5 51 17 64
89 6 62 17 67
89 5 55 16 69
89 4 56 16 68
87 5 41 17 65
108 36 44 31 72
90 6 43 18 67
89 5 44 18 66
98 4 87 17 67
94 6 44 17 72
80 4 43 12 63
81 20 49 34 38
93 7 55 17 71
91 5 56 18 69
85 5 54 16 65
88 4 48 17 67
75 4 44 9 62
115 28 47 36 74
55 4 47 9 37
66 3 59 9 38
89 5 66 13 71
78 3 51 11 63
74 4 56 9 60
75 20 49 23 40
62 4 53 8 36
94 4 42 16 73
73 3 40 8 60
86 5 45 16 66
86 4 41 16 66
79 24 48 11 63
74 3 64 9 61
99 4 89 9 62
88 3 55 13 71
91 3 42 8 78
81 4 46 10 68
86 5 50 16 66
125 35 40 46 75
86 5 41 15 65
96 4 54 16 76
94 5 41 15 74
86 3 43 16 66
87 5 42 16 66
90 29 51 23 58
88 5 74 16 66
92 6 81 13 65
82 3 42 9 69
59 13 41 9 37
80 3 71 9 37
93 17 69 21 43
94 5 82 9 56
89 4 79 9 54
53 3 41 9 40
72 3 61 10 58
96 4 86 16 66
91 29 56 20 59
104 3 96 14 64
83 3 74 10 58
99 4 88 16 65
98 5 88 14 65
60 3 53 9 46
78 4 44 16 58
119 22 40 31 69
90 4 40 18 67
85 3 41 16 65
90 6 62 17 68
80 4 41 14 62
77 3 42 9 63
81 18 48 20 40
68 3 61 8 37
81 3 73 8 37
86 4 78 9 65
88 4 42 15 69
110 16 91 15 63
50 4 41 8 37
79 3 71 8 55
94 3 86 9 54
97 5 86 8 44
92 3 83 9 50
94 3 86 9 39
89 4 80 8 65
51 3 41 8 38
90 3 82 8 37
73 4 65 9 60
99 3 90 15 64
86 3 77 9 54
81 3 69 8 68
73 3 46 9 60
87 4 57 16 66
89 5 51 16 67
81 4 61 15 62
77 3 42 11 62
85 6 44 16 65
88 36 46 42 38
77 3 61 10 63
88 6 57 17 67
86 4 69 17 65
84 5 74 11 63
77 3 41 9 64
99 3 42 21 74
85 4 72 9 43
79 4 65 11 56
68 3 56 8 55
94 5 83 16 67
70 3 44 9 56
87 5 54 16 65
82 6 45 14 63
86 8 58 17 63
98 5 88 16 65
84 3 76 9 56
89 4 79 16 65
76 3 46 9 63
67 17 45 8 38
92 5 74 9 78
127 36 44 42 79
84 3 42 15 64
88 4 43 16 66
87 5 55 16 65
91 4 45 17 70
84 4 46 17 63
98 4 43 11 62
88 35 46 38 38
65 3 49 9 52
86 5 64 16 66
85 6 67 16 65
96 3 88 9 61
