CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
9,432758784000,0,0,2023-04-26 09:04:22 +0000 UTC,19303,true,fusion-20037-k8s-as1
1860,532271104000,0,0,2023-04-26 09:04:38 +0000 UTC,15565,true,fusion-20037-k8s-as1
