CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
5,432922624000,0,0,2023-04-26 09:13:19 +0000 UTC,17430,true,fusion-20034-controller
2727,522108928000,0,0,2023-04-26 09:13:37 +0000 UTC,18254,true,fusion-20034-controller
