CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
499,478863360000,0,0,2023-04-26 08:37:33 +0000 UTC,14405,true,fusion-20012-k8s-as1
2076,577990656000,0,0,2023-04-26 08:37:52 +0000 UTC,18938,true,fusion-20012-k8s-as1
9,432787456000,0,0,2023-04-26 08:37:18 +0000 UTC,18880,true,fusion-20012-k8s-as1
