CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
9,432734208000,0,0,2023-04-26 08:42:03 +0000 UTC,12500,true,fusion-20016-k8s-as1
1914,544673792000,0,0,2023-04-26 08:42:20 +0000 UTC,17018,true,fusion-20016-k8s-as1
