CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
9,432783360000,0,0,2023-04-26 08:24:04 +0000 UTC,17376,true,fusion-20002-k8s-as1
681,497635328000,0,0,2023-04-26 08:24:23 +0000 UTC,19079,true,fusion-20002-k8s-as1
1198,534552576000,0,0,2023-04-26 08:24:37 +0000 UTC,13388,true,fusion-20002-k8s-as1
1179,569536512000,0,0,2023-04-26 08:24:49 +0000 UTC,12197,true,fusion-20002-k8s-as1
