CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
15,1294548992000,0,0,2023-05-04 12:54:41 +0000 UTC,16223,true,det-20005-gpu1
760,3555078144000,0,0,2023-05-04 12:54:51 +0000 UTC,10142,true,det-20005-gpu1
1038,3566489600000,0,0,2023-05-04 12:55:05 +0000 UTC,13962,true,det-20005-gpu1
