CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
785,3559620608000,0,0,2023-05-04 12:50:18 +0000 UTC,18396,true,det-20003-gpu1
887,3566587904000,0,0,2023-05-04 12:50:31 +0000 UTC,12983,true,det-20003-gpu1
16,1287454720000,0,0,2023-05-04 12:50:00 +0000 UTC,13524,true,det-20003-gpu1
