1,1,972.9537353515625,391.5923767089844,295.9735107421875,129.29177856445312,0.970829963684082,0,1
1,2,441.1108703613281,368.8857421875,374.9175720214844,222.119873046875,0.967205286026001,0,1
1,3,743.7362670898438,382.60711669921875,205.41766357421875,98.14468383789062,0.7338837385177612,0,1
1,4,585.3749389648438,374.3811950683594,275.00201416015625,147.88888549804688,0.481600821018219,0,1
2,1,969.6758224567125,390.0402287254649,301.136214134709,131.5915189380488,0.9577580094337463,0,1
2,2,442.41127711335184,367.8103796588488,370.3842467542977,219.2198342567633,0.9701655507087708,0,1
2,3,743.7242674367982,381.37455585574315,205.36888980599437,98.10217991348141,0.7831314206123352,0,1
2,4,583.7981975860275,373.5885564630682,278.290026472928,149.59648397146177,0.5361531972885132,0,1
3,1,968.479502893485,388.7316168576722,298.68601230997086,130.52188827229043,0.9648946523666382,0,1
3,2,440.87961591264445,367.7797859456303,367.986240793311,217.4900851491286,0.9707480072975159,0,1
3,3,743.8948511771171,380.6923318003726,205.0267278563173,97.9495638278315,0.8505676984786987,0,1
3,4,579.2273397564936,374.0226548247792,287.2552954018831,154.44117141170395,0.5785163640975952,0,1
4,1,966.6996437340749,387.5044775106844,294.2641235329433,128.5207944822147,0.9580373764038086,0,1
4,2,437.2067737429385,366.21978037782213,371.7333213583069,219.31935517224892,0.9600074887275696,0,1
4,3,743.4770371114536,378.72274261184884,205.71991567469905,98.44980852329118,0.8387222290039062,0,1
4,4,580.2611794869044,373.5586619338765,292.33424509336595,157.26074298012074,0.5582551956176758,0,1
5,1,963.0800241609059,384.22967508818675,295.53843633794617,128.9642285096733,0.9677371382713318,0,1
5,2,432.13392771960685,365.22091311986435,373.7434359715988,220.01263975252385,0.9514244198799133,0,1
5,3,745.3296932564572,376.9684503494875,201.1212842472512,96.42320475385242,0.8227906227111816,0,1
5,4,585.915227153386,372.15960817117366,297.1480670558258,160.22024548987144,0.6397901177406311,0,1
6,1,958.3957498087829,381.3593101892077,297.93650050149995,130.0049150760521,0.9676330089569092,0,1
6,2,436.0088254813153,364.5829327671328,357.2034977243979,209.31522653684306,0.9671174883842468,0,1
6,3,742.5143823515291,375.4341149744207,199.9091848680929,95.99760273702262,0.7981829047203064,0,1
6,4,585.9640484278289,370.54940131528986,302.5773775011786,163.56117745312136,0.6713969707489014,0,1
7,1,959.5217550735856,380.4268503249634,292.00435070533376,127.05599816592876,0.9565929770469666,0,1
7,2,436.08721700251164,363.8088903002523,353.9606318582415,206.33814520998504,0.9613185524940491,0,1
7,3,740.877290742815,373.8334231074024,194.59722227813336,93.37569787822403,0.6639460921287537,0,1
7,4,592.2101619577147,369.21689108443564,298.2727850343912,161.14363022110055,0.7760127186775208,0,1
8,1,957.4975845021179,378.9210945356868,290.1271286480051,126.00238007049434,0.9620411396026611,0,1
8,2,430.8212703166905,361.9239024161802,358.3072136717249,208.04847071323974,0.9594915509223938,0,1
8,3,733.0556853430728,370.8004402754705,200.71104912913393,96.32126231903524,0.5246762633323669,0,1
8,4,593.6148376981844,368.2357114168543,298.36601218910357,160.776612920432,0.7541026473045349,0,1
9,1,956.0051390160097,377.9144592408491,285.6081719291825,123.60925714923387,0.9551800489425659,0,1
9,2,424.7154449036933,360.7285224732682,362.34645063889747,209.45663648741177,0.9623591899871826,0,1
9,3,736.3358305846468,368.13689720759754,196.25664193999512,94.29970002115522,0.5613271594047546,0,1
9,4,597.6201403587659,368.1604667303868,297.8186258748128,159.97181477299733,0.8621879816055298,0,1
10,1,954.088237481541,376.43225451518146,284.95213978966046,122.80875045775689,0.9602002501487732,0,1
10,2,422.593854514477,358.38191952045446,363.1337987048135,209.04483845650986,0.9402366280555725,0,1
10,4,599.5214358208171,367.041759681809,302.5207371849364,161.85720649747694,0.8422812819480896,0,1
11,1,951.0213875439979,374.39171767467224,283.52410697187713,121.62723682041519,0.9532866477966309,0,1
11,2,420.6789124940909,356.49759476600985,365.3122751333363,209.68009348923587,0.9247098565101624,0,1
11,4,606.214359990231,365.883478974347,298.2633798384533,158.45192937267717,0.8308247327804565,0,1
12,1,948.3192457741901,374.32763783568817,280.1748117555542,119.46473755242066,0.9510837197303772,0,1
12,2,414.81011312766805,354.68160099488347,370.91986978179807,212.43078258232654,0.9120201468467712,0,1
12,4,604.2441822096658,365.28554855194284,305.7904117117792,161.5902789689223,0.8078805208206177,0,1
13,1,942.1210302769342,372.91241127342096,284.0898037369146,120.91362229981841,0.9507148861885071,0,1
13,2,406.4581145146418,352.1075002644258,372.7264848165117,212.56024594961102,0.9141674637794495,0,1
13,4,607.5081813193398,365.6595525914549,306.2307785772016,160.99391795824394,0.7498926520347595,0,1
14,1,936.9376080998037,371.38147755261537,284.7208293109254,120.93497889523368,0.9416266083717346,0,1
14,2,403.430503411614,351.3506445745909,372.9674881125376,212.08738548268192,0.9349564909934998,0,1
14,4,608.4045150464276,364.2763152128457,306.98263085053577,160.37142593784324,0.7590402960777283,0,1
15,1,934.6251171955861,369.58712810196926,280.78646500476515,118.68712027476924,0.9290722012519836,0,1
15,2,401.0364916298671,349.6553472695445,375.64476030674155,213.5602919328559,0.8845030069351196,0,1
15,4,606.1351716194749,359.79194933052145,318.59173761107627,165.75627731248954,0.7806483507156372,0,1
16,1,930.3718010374614,366.89223324194114,278.9696000213034,117.09402767015193,0.9161939024925232,0,1
16,2,396.8708034400995,345.2223287192559,371.55898493441856,210.64990162206175,0.9216203689575195,0,1
16,4,602.878273765007,356.39067463594705,321.4055153159736,166.00387786560262,0.8235653042793274,0,1
17,1,921.5078136642969,362.29148946131187,280.1478688342987,117.17839031042942,0.9209503531455994,0,1
17,2,390.16287647280194,340.8362724352316,367.154975495733,207.70284980715618,0.9431169033050537,0,1
17,4,602.5501164437403,353.92569757822673,326.1733524218319,167.55708421336996,0.8206674456596375,0,1
18,1,913.510683885719,359.4765352256893,284.5672037994875,118.97990942376603,0.9286018013954163,0,1
18,2,386.16068642816674,338.60041722801947,368.43666371983704,208.1905289250526,0.9553217887878418,0,1
18,4,594.7092559451573,350.8248221479236,337.4726503316205,172.51732296526075,0.8208972811698914,0,1
19,1,909.1089676450144,357.2628210847701,288.60845437694127,120.47763469792062,0.8694459199905396,0,1
19,2,379.9590470674376,336.7069927010163,373.2239938540583,210.82234183796206,0.8956108093261719,0,1
19,4,602.1976444526247,350.4577817290649,332.8821434476009,169.27147540990381,0.7963445782661438,0,1
20,1,899.7817656597031,354.8934337467653,288.1199009782025,120.32934917226316,0.9103070497512817,0,1
20,2,369.4342622744317,333.8649802721017,373.1785742536394,209.9425144281685,0.8565074801445007,0,1
20,4,603.1274526631685,348.9272757518609,335.082060325335,169.61467202358912,0.8640096783638,0,1
21,1,888.6249729457695,352.26262196041154,290.83705199686574,121.80762612618685,0.9407789707183838,0,1
21,2,361.57273724945276,332.491443665677,374.0165265371251,209.87592529706455,0.9167446494102478,0,1
21,4,601.0040600268353,346.7538499299278,340.2631698755357,171.81058049729074,0.896727979183197,0,1
